time;I(VBT1);V(+3V0);V(/Green_Signal);V(/Red_Signal);
36.3656;-0.000505305;3;-0.0982342;-0.0338885;
36.3656;-0.000509495;3;-0.0982342;-0.03002;
36.3656;-0.000510352;3;-0.0982342;-0.0292403;
36.3656;-0.000512342;3;-0.0982342;-0.0274461;
36.3656;-0.000519127;3;-0.0982342;-0.0214535;
36.3656;-0.00054021;3;-0.0982342;-0.00355892;
36.3656;-0.000669387;3;-0.0982342;0.164839;
36.3656;-0.000680757;3;-0.0982342;0.488146;
36.3656;-0.000703606;3;-0.0982342;0.778795;
36.3656;-0.000659519;3;-0.0982342;0.885691;
36.3656;-0.000198391;3;-0.0982342;0.971695;
36.3656;0.00591712;3;-0.0982342;0.976825;
36.3656;-7.9874e-05;3;-0.0982342;0.976989;
36.3656;0.00591318;3;-0.0982342;0.977066;
36.3656;-7.22228e-05;3;-0.0982342;0.976994;
36.3656;0.00590762;3;-0.0982342;0.977066;
36.3656;-6.94563e-05;3;-0.0982342;0.976995;
36.3656;0.00590615;3;-0.0982342;0.977066;
36.3656;-6.86313e-05;3;-0.0982342;0.976995;
36.3656;0.00590573;3;-0.0982342;0.977066;
36.3657;-6.84169e-05;3;-0.0982342;0.976995;
36.3657;0.00590563;3;-0.0982342;0.977066;
36.3659;-6.83633e-05;3;-0.0982343;0.976995;
36.3662;0.0059056;3;-0.0982345;0.977066;
36.3668;-6.83499e-05;3;-0.0982349;0.976995;
36.3678;0.00590559;3;-0.0982355;0.977067;
36.3688;-6.83443e-05;3;-0.0982361;0.976996;
36.3698;0.00590559;3;-0.0982367;0.977068;
36.3708;-6.83387e-05;3;-0.0982373;0.976997;
36.3718;0.00590558;3;-0.0982379;0.977069;
36.3728;-6.83331e-05;3;-0.0982385;0.976998;
36.3738;0.00590558;3;-0.0982391;0.97707;
36.3748;-6.83275e-05;3;-0.0982396;0.976999;
36.3758;0.00590557;3;-0.0982402;0.977071;
36.3768;-6.83219e-05;3;-0.0982408;0.977;
36.3778;0.00590557;3;-0.0982414;0.977072;
36.3788;-6.83163e-05;3;-0.0982419;0.977001;
36.3798;0.00590556;3;-0.0982425;0.977073;
36.3808;-6.83107e-05;3;-0.0982431;0.977002;
36.3818;0.00590555;3;-0.0982436;0.977074;
36.3828;-6.83052e-05;3;-0.0982442;0.977003;
36.3838;0.00590555;3;-0.0982448;0.977075;
36.3848;-6.82996e-05;3;-0.0982453;0.977004;
36.3858;0.00590554;3;-0.0982459;0.977076;
36.3868;-6.8294e-05;3;-0.0982464;0.977005;
36.3878;0.00590554;3;-0.098247;0.977077;
36.3888;-6.82884e-05;3;-0.0982475;0.977006;
36.3898;0.00590553;3;-0.0982481;0.977078;
36.3908;-6.82828e-05;3;-0.0982486;0.977007;
36.3918;0.00590553;3;-0.0982491;0.977079;
36.3928;-6.82772e-05;3;-0.0982497;0.977008;
36.3938;0.00590552;3;-0.0982502;0.97708;
36.3948;-6.82716e-05;3;-0.0982507;0.977009;
36.3958;0.00590552;3;-0.0982513;0.97708;
36.3968;-6.82661e-05;3;-0.0982518;0.97701;
36.3978;0.00590551;3;-0.0982523;0.977081;
36.3988;-6.82605e-05;3;-0.0982528;0.97701;
36.3998;0.0059055;3;-0.0982534;0.977082;
36.4008;-6.82549e-05;3;-0.0982539;0.977011;
36.4018;0.0059055;3;-0.0982544;0.977083;
36.4028;-6.82493e-05;3;-0.0982549;0.977012;
36.4038;0.00590549;3;-0.0982554;0.977084;
36.4048;-6.82437e-05;3;-0.0982559;0.977013;
36.4058;0.00590549;3;-0.0982564;0.977085;
36.4068;-6.82382e-05;3;-0.0982569;0.977014;
36.4078;0.00590548;3;-0.0982574;0.977086;
36.4088;-6.82326e-05;3;-0.0982579;0.977015;
36.4098;0.00590548;3;-0.0982584;0.977087;
36.4108;-6.8227e-05;3;-0.0982589;0.977016;
36.4118;0.00590547;3;-0.0982594;0.977087;
36.4128;-6.82215e-05;3;-0.0982599;0.977017;
36.4138;0.00590546;3;-0.0982604;0.977088;
36.4148;-6.82159e-05;3;-0.0982609;0.977017;
36.4158;0.00590546;3;-0.0982613;0.977089;
36.4168;-6.82104e-05;3;-0.0982618;0.977018;
36.4178;0.00590545;3;-0.0982623;0.97709;
36.4188;-6.82049e-05;3;-0.0982628;0.977019;
36.4198;0.00590545;3;-0.0982632;0.977091;
36.4208;-6.81994e-05;3;-0.0982637;0.97702;
36.4218;0.00590544;3;-0.0982642;0.977092;
36.4228;-6.81939e-05;3;-0.0982646;0.977021;
36.4238;0.00590544;3;-0.0982651;0.977092;
36.4248;-6.81885e-05;3;-0.0982656;0.977021;
36.4258;0.00590543;3;-0.098266;0.977093;
36.4268;-6.81831e-05;3;-0.0982665;0.977022;
36.4278;0.00590542;3;-0.0982669;0.977094;
36.4288;-6.81777e-05;3;-0.0982674;0.977023;
36.4298;0.00590542;3;-0.0982678;0.977095;
36.4308;-6.81724e-05;3;-0.0982683;0.977024;
36.4318;0.00590541;3;-0.0982687;0.977096;
36.4328;-6.81672e-05;3;-0.0982692;0.977025;
36.4338;0.00590541;3;-0.0982696;0.977096;
36.4348;-6.8162e-05;3;-0.09827;0.977025;
36.4358;0.0059054;3;-0.0982705;0.977097;
36.4368;-6.81569e-05;3;-0.0982709;0.977026;
36.4378;0.00590539;3;-0.0982713;0.977098;
36.4388;-6.8152e-05;3;-0.0982718;0.977027;
36.4398;0.00590539;3;-0.0982722;0.977099;
36.4408;-6.81471e-05;3;-0.0982726;0.977028;
36.4418;0.00590538;3;-0.098273;0.977099;
36.4428;-6.81425e-05;3;-0.0982734;0.977028;
36.4438;0.00590538;3;-0.0982738;0.9771;
36.4448;-6.8138e-05;3;-0.0982743;0.977029;
36.4458;0.00590537;3;-0.0982747;0.977101;
36.4468;-6.81338e-05;3;-0.0982751;0.97703;
36.4478;0.00590536;3;-0.0982755;0.977101;
36.4488;-6.81299e-05;3;-0.0982759;0.97703;
36.4498;0.00590535;3;-0.0982763;0.977102;
36.4508;-6.81263e-05;3;-0.0982767;0.977031;
36.4518;0.00590535;3;-0.0982771;0.977103;
36.4528;-6.81232e-05;3;-0.0982774;0.977032;
36.4538;0.00590534;3;-0.0982778;0.977104;
36.4548;-6.81205e-05;3;-0.0982782;0.977033;
36.4558;0.00590533;3;-0.0982786;0.977104;
36.4568;-6.81184e-05;3;-0.098279;0.977033;
36.4578;0.00590532;3;-0.0982793;0.977105;
36.4588;-6.81169e-05;3;-0.0982797;0.977034;
36.4598;0.00590531;3;-0.0982801;0.977106;
36.4608;-6.81163e-05;3;-0.0982804;0.977035;
36.4618;0.0059053;3;-0.0982808;0.977106;
36.4628;-6.81166e-05;3;-0.0982811;0.977035;
36.4638;0.00590529;3;-0.0982815;0.977107;
36.4648;-6.81181e-05;3;-0.0982818;0.977036;
36.4658;0.00590527;3;-0.0982821;0.977108;
36.4668;-6.81209e-05;3;-0.0982825;0.977037;
36.4678;0.00590526;3;-0.0982828;0.977108;
36.4688;-6.81252e-05;3;-0.0982831;0.977037;
36.4698;0.00590524;3;-0.0982834;0.977109;
36.4708;-6.81313e-05;3;-0.0982838;0.977038;
36.4718;0.00590522;3;-0.0982841;0.97711;
36.4728;-6.81396e-05;3;-0.0982844;0.977039;
36.4738;0.0059052;3;-0.0982847;0.97711;
36.4748;-6.81503e-05;3;-0.0982849;0.977039;
36.4758;0.00590518;3;-0.0982852;0.977111;
36.4768;-6.81639e-05;3;-0.0982855;0.97704;
36.4778;0.00590515;3;-0.0982858;0.977112;
36.4788;-6.81809e-05;3;-0.098286;0.97704;
36.4798;0.00590512;3;-0.0982863;0.977112;
36.4808;-6.82018e-05;3;-0.0982865;0.977041;
36.4818;0.00590509;3;-0.0982868;0.977113;
36.4828;-6.82272e-05;3;-0.098287;0.977042;
36.4838;0.00590505;3;-0.0982872;0.977113;
36.4848;-6.82578e-05;3;-0.0982875;0.977042;
36.4858;0.005905;3;-0.0982877;0.977114;
36.4868;-6.82945e-05;3;-0.0982879;0.977043;
36.4878;0.00590495;3;-0.098288;0.977115;
36.4888;-6.83382e-05;3;-0.0982882;0.977043;
36.4898;0.00590489;3;-0.0982884;0.977115;
36.4908;-6.83899e-05;3;-0.0982885;0.977044;
36.4918;0.00590482;3;-0.0982887;0.977116;
36.4928;-6.84509e-05;3;-0.0982888;0.977045;
36.4938;0.00590474;3;-0.0982889;0.977116;
36.4948;-6.85225e-05;3;-0.098289;0.977045;
36.4958;0.00590465;3;-0.0982891;0.977117;
36.4968;-6.86064e-05;3;-0.0982892;0.977046;
36.4978;0.00590455;3;-0.0982892;0.977117;
36.4988;-6.87043e-05;3;-0.0982893;0.977046;
36.4998;0.00590443;3;-0.0982893;0.977118;
36.5008;-6.88182e-05;3;-0.0982893;0.977047;
36.5018;0.0059043;3;-0.0982893;0.977119;
36.5028;-6.89504e-05;3;-0.0982893;0.977047;
36.5038;0.00590414;3;-0.0982892;0.977119;
36.5048;-6.91034e-05;3;-0.0982892;0.977048;
36.5058;0.00590396;3;-0.0982891;0.97712;
36.5068;-6.92802e-05;3;-0.098289;0.977049;
36.5078;0.00590376;3;-0.0982888;0.97712;
36.5088;-6.94841e-05;3;-0.0982887;0.977049;
36.5098;0.00590353;3;-0.0982885;0.977121;
36.5108;-6.97186e-05;3;-0.0982883;0.97705;
36.5118;0.00590326;3;-0.098288;0.977121;
36.5128;-6.9988e-05;3;-0.0982878;0.97705;
36.5138;0.00590296;3;-0.0982875;0.977122;
36.5148;-7.02968e-05;3;-0.0982872;0.977051;
36.5158;0.00590261;3;-0.0982868;0.977122;
36.5168;-7.06503e-05;3;-0.0982864;0.977051;
36.5178;0.00590222;3;-0.098286;0.977123;
36.5188;-7.10542e-05;3;-0.0982855;0.977052;
36.5198;0.00590177;3;-0.098285;0.977123;
36.5208;-7.15149e-05;3;-0.0982845;0.977052;
36.5218;0.00590126;3;-0.0982839;0.977124;
36.5228;-7.20397e-05;3;-0.0982833;0.977053;
36.5238;0.00590069;3;-0.0982827;0.977124;
36.5248;-7.26366e-05;3;-0.0982819;0.977053;
36.5258;0.00590003;3;-0.0982812;0.977125;
36.5268;-7.33145e-05;3;-0.0982804;0.977054;
36.5278;0.00589929;3;-0.0982795;0.977125;
36.5288;-7.40833e-05;3;-0.0982786;0.977054;
36.5298;0.00589845;3;-0.0982777;0.977126;
36.5308;-7.49539e-05;3;-0.0982767;0.977054;
36.5318;0.0058975;3;-0.0982756;0.977126;
36.5328;-7.59386e-05;3;-0.0982745;0.977055;
36.5338;0.00589643;3;-0.0982733;0.977127;
36.5348;-7.70507e-05;3;-0.098272;0.977055;
36.5358;0.00589522;3;-0.0982707;0.977127;
36.5368;-7.83052e-05;3;-0.0982693;0.977056;
36.5378;0.00589386;3;-0.0982678;0.977128;
36.5388;-7.97182e-05;3;-0.0982662;0.977056;
36.5398;0.00589233;3;-0.0982646;0.977128;
36.5408;-8.1308e-05;3;-0.0982629;0.977057;
36.5418;0.00589062;3;-0.0982611;0.977129;
36.5428;-8.30942e-05;3;-0.0982592;0.977057;
36.5438;0.00588869;3;-0.0982572;0.977129;
36.5448;-8.50986e-05;3;-0.0982552;0.977057;
36.5458;0.00588653;3;-0.098253;0.97713;
36.5468;-8.7345e-05;3;-0.0982507;0.977058;
36.5478;0.00588411;3;-0.0982484;0.97713;
36.5488;-8.98596e-05;3;-0.0982459;0.977058;
36.5498;0.00588141;3;-0.0982433;0.977131;
36.5508;-9.26708e-05;3;-0.0982406;0.977058;
36.5518;0.00587839;3;-0.0982378;0.977131;
36.5528;-9.58098e-05;3;-0.0982348;0.977058;
36.5538;0.00587503;3;-0.0982317;0.977131;
36.5548;-9.93106e-05;3;-0.0982285;0.977059;
36.5558;0.00587128;3;-0.0982252;0.977132;
36.5568;-0.00010321;3;-0.0982217;0.977059;
36.5578;0.0058671;3;-0.098218;0.977132;
36.5588;-0.000107549;3;-0.0982142;0.977058;
36.5598;0.00586246;3;-0.0982103;0.977133;
36.5608;-0.000112369;3;-0.0982062;0.977058;
36.5618;0.00585731;3;-0.0982019;0.977133;
36.5628;-0.000117719;3;-0.0981974;0.977058;
36.5638;0.0058516;3;-0.0981928;0.977133;
36.5648;-0.000123648;3;-0.098188;0.977058;
36.5658;0.00584528;3;-0.098183;0.977134;
36.5668;-0.000130213;3;-0.0981778;0.977058;
36.5678;0.00583828;3;-0.0981724;0.977134;
36.5688;-0.000137471;3;-0.0981668;0.977058;
36.5698;0.00583055;3;-0.098161;0.977135;
36.5708;-0.000145487;3;-0.098155;0.977058;
36.5718;0.00582202;3;-0.0981487;0.977135;
36.5728;-0.000154327;3;-0.0981422;0.977058;
36.5738;0.00581262;3;-0.0981355;0.977135;
36.5748;-0.000164066;3;-0.0981285;0.977058;
36.5758;0.00580227;3;-0.0981213;0.977136;
36.5768;-0.00017478;3;-0.0981138;0.977057;
36.5778;0.0057909;3;-0.098106;0.977136;
36.5788;-0.000186552;3;-0.0980979;0.977057;
36.5798;0.00577842;3;-0.0980896;0.977136;
36.5808;-0.000199469;3;-0.098081;0.977056;
36.5818;0.00576473;3;-0.098072;0.977137;
36.5828;-0.000213625;3;-0.0980628;0.977055;
36.5838;0.00574974;3;-0.0980532;0.977137;
36.5848;-0.000229116;3;-0.0980433;0.977055;
36.5858;0.00573335;3;-0.0980331;0.977137;
36.5868;-0.000246046;3;-0.0980225;0.977054;
36.5878;0.00571545;3;-0.0980115;0.977137;
36.5888;-0.000264523;3;-0.0980002;0.977052;
36.5898;0.00569594;3;-0.0979885;0.977138;
36.5908;-0.00028466;3;-0.0979765;0.977051;
36.5918;0.00567469;3;-0.097964;0.977138;
36.5928;-0.000306579;3;-0.0979511;0.977049;
36.5938;0.00565159;3;-0.0979378;0.977138;
36.5948;-0.000330394;3;-0.0979241;0.977047;
36.5958;0.00562651;3;-0.0979099;0.977138;
36.5968;-0.000356234;3;-0.0978953;0.977044;
36.5978;0.00559933;3;-0.0978802;0.977139;
36.5988;-0.00038423;3;-0.0978647;0.977041;
36.5998;0.00556991;3;-0.0978486;0.977139;
36.6008;-0.000414512;3;-0.0978321;0.977038;
36.6018;0.00553812;3;-0.097815;0.977139;
36.6028;-0.000447217;3;-0.0977974;0.977033;
36.6038;0.00550383;3;-0.0977793;0.977139;
36.6048;-0.000482491;3;-0.0977607;0.977027;
36.6058;0.00546691;3;-0.0977414;0.977139;
36.6068;-0.000520463;3;-0.0977216;0.97702;
36.6078;0.00542723;3;-0.0977012;0.977139;
36.6088;-0.000561281;3;-0.0976802;0.97701;
36.6098;0.00538464;3;-0.0976586;0.977139;
36.6108;-0.000605124;3;-0.0976364;0.976994;
36.6118;0.00533902;3;-0.0976135;0.977139;
36.6128;-0.000652221;3;-0.09759;0.976965;
36.6138;-0.000652672;3;-0.0975658;-0.0525748;
36.6141;-0.000676311;3;-0.0975602;-0.11396;
36.6143;-0.000652778;3;-0.0975547;-0.0528529;
36.6146;-0.000676676;3;-0.0975481;-0.113926;
36.6149;-0.000652776;3;-0.0975386;-0.053054;
36.6154;-0.000676727;3;-0.097526;-0.113907;
36.6162;-0.00065253;3;-0.0975059;-0.0531562;
36.6172;-0.000676396;3;-0.0974793;-0.113899;
36.6182;-0.000652044;3;-0.097452;-0.0532187;
36.6192;-0.000675963;3;-0.097424;-0.113892;
36.6202;-0.000651528;3;-0.0973951;-0.0532809;
36.6212;-0.0006755;3;-0.0973655;-0.113885;
36.6222;-0.000650982;3;-0.0973351;-0.0533429;
36.6232;-0.000675007;3;-0.0973039;-0.113879;
36.6242;-0.000650404;3;-0.0972718;-0.0534047;
36.6252;-0.000674481;3;-0.0972389;-0.113872;
36.6262;-0.000649794;3;-0.0972051;-0.0534662;
36.6272;-0.000673922;3;-0.0971705;-0.113865;
36.6282;-0.000649151;3;-0.0971349;-0.0535276;
36.6292;-0.00067333;3;-0.0970985;-0.113858;
36.6302;-0.000648474;3;-0.0970611;-0.0535888;
36.6312;-0.000672702;3;-0.0970227;-0.113851;
36.6322;-0.000647761;3;-0.0969834;-0.0536497;
36.6332;-0.000672039;3;-0.0969431;-0.113844;
36.6342;-0.000647011;3;-0.0969018;-0.0537105;
36.6352;-0.000671338;3;-0.0968595;-0.113837;
36.6362;-0.000646224;3;-0.0968162;-0.053771;
36.6372;-0.0006706;3;-0.0967718;-0.11383;
36.6382;-0.000645398;3;-0.0967263;-0.0538314;
36.6392;-0.000669822;3;-0.0966798;-0.113823;
36.6402;-0.000644534;3;-0.0966322;-0.0538915;
36.6412;-0.000669005;3;-0.0965834;-0.113817;
36.6422;-0.000643628;3;-0.0965335;-0.0539514;
36.6432;-0.000668147;3;-0.0964824;-0.11381;
36.6442;-0.000642682;3;-0.0964302;-0.0540112;
36.6452;-0.000667247;3;-0.0963768;-0.113803;
36.6462;-0.000641694;3;-0.0963222;-0.0540707;
36.6472;-0.000666305;3;-0.0962663;-0.113796;
36.6482;-0.000640664;3;-0.0962093;-0.0541301;
36.6492;-0.00066532;3;-0.0961509;-0.113789;
36.6502;-0.00063959;3;-0.0960913;-0.0541893;
36.6512;-0.000664291;3;-0.0960304;-0.113782;
36.6522;-0.000638472;3;-0.0959681;-0.0542482;
36.6532;-0.000663219;3;-0.0959046;-0.113775;
36.6542;-0.00063731;3;-0.0958397;-0.054307;
36.6552;-0.000662101;3;-0.0957735;-0.113768;
36.6562;-0.000636103;3;-0.0957058;-0.0543656;
36.6572;-0.000660939;3;-0.0956368;-0.113761;
36.6582;-0.000634851;3;-0.0955664;-0.054424;
36.6592;-0.000659731;3;-0.0954945;-0.113754;
36.6602;-0.000633553;3;-0.0954212;-0.0544822;
36.6612;-0.000658477;3;-0.0953465;-0.113747;
36.6622;-0.00063221;3;-0.0952703;-0.0545402;
36.6632;-0.000657178;3;-0.0951926;-0.11374;
36.6642;-0.00063082;3;-0.0951134;-0.054598;
36.6652;-0.000655833;3;-0.0950326;-0.113734;
36.6662;-0.000629385;3;-0.0949504;-0.0546557;
36.6672;-0.000654442;3;-0.0948666;-0.113727;
36.6682;-0.000627904;3;-0.0947812;-0.0547131;
36.6692;-0.000653005;3;-0.0946943;-0.11372;
36.6702;-0.000626378;3;-0.0946058;-0.0547704;
36.6712;-0.000651523;3;-0.0945157;-0.113713;
36.6722;-0.000624807;3;-0.094424;-0.0548275;
36.6732;-0.000649996;3;-0.0943307;-0.113706;
36.6742;-0.000623191;3;-0.0942357;-0.0548844;
36.6752;-0.000648424;3;-0.0941391;-0.113699;
36.6762;-0.00062153;3;-0.0940408;-0.0549411;
36.6772;-0.000646809;3;-0.0939409;-0.113692;
36.6782;-0.000619827;3;-0.0938393;-0.0549977;
36.6792;-0.00064515;3;-0.093736;-0.113685;
36.6802;-0.00061808;3;-0.093631;-0.0550541;
36.6812;-0.000643449;3;-0.0935243;-0.113678;
36.6822;-0.000616291;3;-0.0934159;-0.0551103;
36.6832;-0.000641706;3;-0.0933058;-0.113671;
36.6842;-0.000614462;3;-0.0931939;-0.0551663;
36.6852;-0.000639923;3;-0.0930803;-0.113664;
36.6862;-0.000612593;3;-0.092965;-0.0552221;
36.6872;-0.000638101;3;-0.0928479;-0.113657;
36.6882;-0.000610685;3;-0.092729;-0.0552778;
36.6892;-0.000636241;3;-0.0926084;-0.11365;
36.6902;-0.000608741;3;-0.092486;-0.0553333;
36.6912;-0.000634345;3;-0.0923619;-0.113643;
36.6922;-0.00060676;3;-0.0922359;-0.0553886;
36.6932;-0.000632413;3;-0.0921082;-0.113636;
36.6942;-0.000604746;3;-0.0919787;-0.0554437;
36.6952;-0.000630448;3;-0.0918474;-0.113629;
36.6962;-0.000602698;3;-0.0917144;-0.0554987;
36.6972;-0.000628452;3;-0.0915795;-0.113622;
36.6982;-0.00060062;3;-0.0914428;-0.0555535;
36.6992;-0.000626425;3;-0.0913044;-0.113615;
36.7002;-0.000598513;3;-0.0911641;-0.0556081;
36.7012;-0.000624371;3;-0.0910221;-0.113608;
36.7022;-0.000596379;3;-0.0908783;-0.0556626;
36.7032;-0.00062229;3;-0.0907326;-0.113601;
36.7042;-0.00059422;3;-0.0905852;-0.0557169;
36.7052;-0.000620185;3;-0.090436;-0.113594;
36.7062;-0.000592038;3;-0.090285;-0.055771;
36.7072;-0.000618058;3;-0.0901322;-0.113587;
36.7082;-0.000589834;3;-0.0899777;-0.0558249;
36.7092;-0.000615911;3;-0.0898213;-0.11358;
36.7102;-0.000587612;3;-0.0896632;-0.0558787;
36.7112;-0.000613746;3;-0.0895033;-0.113573;
36.7122;-0.000585373;3;-0.0893417;-0.0559323;
36.7132;-0.000611565;3;-0.0891782;-0.113566;
36.7142;-0.00058312;3;-0.0890131;-0.0559857;
36.7152;-0.000609371;3;-0.0888462;-0.113559;
36.7162;-0.000580854;3;-0.0886775;-0.0560389;
36.7172;-0.000607166;3;-0.0885071;-0.113552;
36.7182;-0.000578579;3;-0.088335;-0.056092;
36.7192;-0.000604952;3;-0.0881612;-0.113545;
36.7202;-0.000576296;3;-0.0879856;-0.0561449;
36.7212;-0.000602732;3;-0.0878083;-0.113538;
36.7222;-0.000574007;3;-0.0876294;-0.0561976;
36.7232;-0.000600507;3;-0.0874487;-0.113531;
36.7242;-0.000571716;3;-0.0872664;-0.0562502;
36.7252;-0.000598281;3;-0.0870824;-0.113524;
36.7262;-0.000569423;3;-0.0868967;-0.0563026;
36.7272;-0.000596054;3;-0.0867094;-0.113517;
36.7282;-0.000567132;3;-0.0865205;-0.0563548;
36.7292;-0.00059383;3;-0.0863299;-0.11351;
36.7302;-0.000564845;3;-0.0861377;-0.0564068;
36.7312;-0.000591611;3;-0.0859438;-0.113503;
36.7322;-0.000562563;3;-0.0857484;-0.0564586;
36.7332;-0.000589398;3;-0.0855514;-0.113496;
36.7342;-0.000560289;3;-0.0853528;-0.0565102;
36.7352;-0.000587194;3;-0.0851526;-0.113489;
36.7362;-0.000558026;3;-0.0849509;-0.0565617;
36.7372;-0.000585002;3;-0.0847476;-0.113482;
36.7382;-0.000555774;3;-0.0845428;-0.0566129;
36.7392;-0.000582822;3;-0.0843365;-0.113475;
36.7402;-0.000553536;3;-0.0841286;-0.056664;
36.7412;-0.000580658;3;-0.0839193;-0.113468;
36.7422;-0.000551315;3;-0.0837084;-0.0567149;
36.7432;-0.00057851;3;-0.0834961;-0.113461;
36.7442;-0.000549111;3;-0.0832823;-0.0567655;
36.7452;-0.000576381;3;-0.083067;-0.113454;
36.7462;-0.000546927;3;-0.0828503;-0.0568159;
36.7472;-0.000574272;3;-0.0826322;-0.113447;
36.7482;-0.000544765;3;-0.0824126;-0.0568662;
36.7492;-0.000572186;3;-0.0821916;-0.11344;
36.7502;-0.000542625;3;-0.0819692;-0.0569162;
36.7512;-0.000570123;3;-0.0817454;-0.113433;
36.7522;-0.00054051;3;-0.0815202;-0.056966;
36.7532;-0.000568085;3;-0.0812937;-0.113426;
36.7542;-0.000538421;3;-0.0810658;-0.0570155;
36.7552;-0.000566075;3;-0.0808365;-0.113419;
36.7562;-0.00053636;3;-0.0806058;-0.0570648;
36.7572;-0.000564092;3;-0.0803739;-0.113412;
36.7582;-0.000534327;3;-0.0801406;-0.0571138;
36.7592;-0.000562139;3;-0.079906;-0.113405;
36.7602;-0.000532325;3;-0.07967;-0.0571626;
36.7612;-0.000560216;3;-0.0794328;-0.113398;
36.7622;-0.000530353;3;-0.0791943;-0.0572111;
36.7632;-0.000558325;3;-0.0789544;-0.113391;
36.7642;-0.000528415;3;-0.0787133;-0.0572593;
36.7652;-0.000556467;3;-0.0784709;-0.113383;
36.7662;-0.000526509;3;-0.0782273;-0.0573072;
36.7672;-0.000554643;3;-0.0779823;-0.113376;
36.7682;-0.000524638;3;-0.0777361;-0.0573548;
36.7692;-0.000552853;3;-0.0774887;-0.113369;
36.7702;-0.000522803;3;-0.07724;-0.0574021;
36.7712;-0.000551099;3;-0.07699;-0.113362;
36.7722;-0.000521003;3;-0.0767388;-0.057449;
36.7732;-0.000549381;3;-0.0764863;-0.113355;
36.7742;-0.00051924;3;-0.0762326;-0.0574955;
36.7752;-0.0005477;3;-0.0759777;-0.113347;
36.7762;-0.000517515;3;-0.0757215;-0.0575417;
36.7772;-0.000546057;3;-0.075464;-0.11334;
36.7782;-0.000515828;3;-0.0752054;-0.0575875;
36.7792;-0.000544452;3;-0.0749454;-0.113333;
36.7802;-0.000514179;3;-0.0746842;-0.0576328;
36.7812;-0.000542886;3;-0.0744218;-0.113326;
36.7822;-0.00051257;3;-0.0741581;-0.0576777;
36.7832;-0.000541358;3;-0.0738932;-0.113318;
36.7842;-0.000511;3;-0.0736269;-0.0577221;
36.7852;-0.000539871;3;-0.0733595;-0.113311;
36.7862;-0.00050947;3;-0.0730907;-0.057766;
36.7872;-0.000538423;3;-0.0728206;-0.113304;
36.7882;-0.000507981;3;-0.0725492;-0.0578093;
36.7892;-0.000537015;3;-0.0722766;-0.113296;
36.7902;-0.000506532;3;-0.0720026;-0.0578521;
36.7912;-0.000535648;3;-0.0717272;-0.113289;
36.7922;-0.000505124;3;-0.0714505;-0.0578943;
36.7932;-0.000534322;3;-0.0711725;-0.113281;
36.7942;-0.000503757;3;-0.0708931;-0.0579359;
36.7952;-0.000533036;3;-0.0706122;-0.113273;
36.7962;-0.000502431;3;-0.07033;-0.0579767;
36.7972;-0.000531791;3;-0.0700463;-0.113266;
36.7982;-0.000501146;3;-0.0697612;-0.0580169;
36.7992;-0.000530587;3;-0.0694745;-0.113258;
36.8002;-0.000499904;3;-0.0691864;-0.0580563;
36.8012;-0.000529425;3;-0.0688967;-0.11325;
36.8022;-0.000498702;3;-0.0686054;-0.0580948;
36.8032;-0.000528303;3;-0.0683126;-0.113242;
36.8042;-0.000497543;3;-0.0680181;-0.0581325;
36.8052;-0.000527223;3;-0.067722;-0.113234;
36.8062;-0.000496426;3;-0.0674241;-0.0581693;
36.8072;-0.000526185;3;-0.0671245;-0.113226;
36.8082;-0.00049535;3;-0.0668231;-0.058205;
36.8092;-0.000525188;3;-0.0665198;-0.113218;
36.8102;-0.000494317;3;-0.0662147;-0.0582398;
36.8112;-0.000524232;3;-0.0659077;-0.11321;
36.8122;-0.000493326;3;-0.0655986;-0.0582734;
36.8132;-0.000523318;3;-0.0652875;-0.113201;
36.8142;-0.000492378;3;-0.0649743;-0.0583058;
36.8152;-0.000522446;3;-0.0646589;-0.113193;
36.8162;-0.000491472;3;-0.0643412;-0.058337;
36.8172;-0.000521616;3;-0.0640212;-0.113184;
36.8182;-0.000490609;3;-0.0636988;-0.0583668;
36.8192;-0.000520828;3;-0.0633739;-0.113175;
36.8202;-0.000489789;3;-0.0630464;-0.0583953;
36.8212;-0.000520082;3;-0.0627162;-0.113166;
36.8222;-0.000489013;3;-0.0623832;-0.0584222;
36.8232;-0.00051938;3;-0.0620472;-0.113157;
36.8242;-0.000488281;3;-0.0617083;-0.0584475;
36.8252;-0.00051872;3;-0.0613661;-0.113148;
36.8262;-0.000487594;3;-0.0610206;-0.0584711;
36.8272;-0.000518105;3;-0.0606717;-0.113139;
36.8282;-0.000486952;3;-0.0603191;-0.0584929;
36.8292;-0.000517534;3;-0.0599627;-0.113129;
36.8302;-0.000486356;3;-0.0596022;-0.0585127;
36.8312;-0.000517009;3;-0.0592375;-0.113119;
36.8322;-0.000485809;3;-0.0588683;-0.0585306;
36.8332;-0.000516531;3;-0.0584944;-0.113109;
36.8342;-0.00048531;3;-0.0581155;-0.0585462;
36.8352;-0.000516101;3;-0.0577312;-0.113098;
36.8362;-0.000484863;3;-0.0573413;-0.0585596;
36.8372;-0.000515722;3;-0.0569453;-0.113088;
36.8382;-0.000484469;3;-0.0565428;-0.0585705;
36.8392;-0.000515396;3;-0.0561334;-0.113077;
36.8402;-0.000484131;3;-0.0557165;-0.0585789;
36.8412;-0.000515127;3;-0.0552915;-0.113065;
